0.410862,0.282325,0.770367
0.410862,0.282325,0.770367
0.410862,0.282325,0.770367
0.410861,0.282325,0.770366
0.410860,0.282325,0.770365
0.410859,0.282324,0.770362
0.410857,0.282324,0.770359
0.410853,0.282323,0.770354
0.410849,0.282321,0.770347
0.410843,0.282319,0.770338
0.410835,0.282317,0.770327
0.410826,0.282314,0.770313
0.410816,0.282311,0.770297
0.410803,0.282307,0.770278
0.410788,0.282302,0.770256
0.410770,0.282297,0.770230
0.410750,0.282291,0.770200
0.410728,0.282284,0.770167
0.410703,0.282277,0.770130
0.410675,0.282268,0.770089
0.410644,0.282259,0.770043
0.410609,0.282249,0.769993
0.410572,0.282238,0.769938
0.410531,0.282226,0.769879
0.410486,0.282213,0.769814
0.410438,0.282199,0.769743
0.410385,0.282184,0.769668
0.410329,0.282168,0.769587
0.410269,0.282150,0.769500
0.410204,0.282132,0.769407
0.410135,0.282112,0.769308
0.410061,0.282091,0.769203
0.409983,0.282069,0.769092
0.409900,0.282045,0.768974
0.409812,0.282020,0.768850
0.409719,0.281994,0.768719
0.409621,0.281966,0.768581
0.409517,0.281937,0.768436
0.409409,0.281906,0.768284
0.409294,0.281874,0.768125
0.409174,0.281840,0.767959
0.409049,0.281804,0.767785
0.408917,0.281767,0.767603
0.408779,0.281729,0.767414
0.408635,0.281688,0.767217
0.408485,0.281646,0.767013
0.408328,0.281602,0.766800
0.408165,0.281556,0.766579
0.407996,0.281508,0.766351
0.407820,0.281459,0.766115
0.407637,0.281408,0.765870
0.407447,0.281355,0.765617
0.407250,0.281299,0.765354
0.407046,0.281242,0.765084
0.406835,0.281183,0.764806
0.406617,0.281122,0.764519
0.406392,0.281059,0.764223
0.406159,0.280993,0.763919
0.405919,0.280926,0.763606
0.405671,0.280857,0.763285
0.405415,0.280785,0.762954
0.405153,0.280712,0.762616
0.404881,0.280636,0.762266
0.404602,0.280559,0.761910
0.404317,0.280479,0.761545
0.404022,0.280398,0.761170
0.403719,0.280314,0.760785
0.403408,0.280228,0.760392
0.403091,0.280140,0.759991
0.402764,0.280050,0.759579
0.402430,0.279959,0.759161
0.402087,0.279865,0.758731
0.401737,0.279769,0.758294
0.401379,0.279672,0.757847
0.401011,0.279572,0.757390
0.400637,0.279471,0.756927
0.400252,0.279368,0.756451
0.399862,0.279264,0.755970
0.399461,0.279158,0.755476
0.399054,0.279050,0.754976
0.398638,0.278941,0.754466
0.398214,0.278831,0.753947
0.397783,0.278719,0.753420
0.397342,0.278606,0.752883
0.396893,0.278492,0.752336
0.396439,0.278377,0.751784
0.395974,0.278260,0.751221
0.395501,0.278143,0.750647
0.395021,0.278025,0.750067
0.394532,0.277906,0.749477
0.394036,0.277786,0.748880
0.393533,0.277666,0.748275
0.393020,0.277545,0.747658
0.392502,0.277424,0.747036
0.391972,0.277303,0.746401
0.391439,0.277181,0.745763
0.390895,0.277059,0.745113
0.390344,0.276937,0.744455
0.389787,0.276816,0.743790
0.389223,0.276694,0.743119
0.388649,0.276573,0.742436
0.388070,0.276452,0.741748
0.387480,0.276331,0.741048
0.386887,0.276211,0.740345
0.386282,0.276091,0.739629
0.385675,0.275972,0.738911
0.385057,0.275853,0.738179
0.384433,0.275736,0.737443
0.383805,0.275619,0.736702
0.383165,0.275503,0.735948
0.382520,0.275388,0.735189
0.381871,0.275274,0.734426
0.381211,0.275161,0.733650
0.380548,0.275049,0.732871
0.379878,0.274939,0.732086
0.379199,0.274829,0.731290
0.378516,0.274721,0.730490
0.377825,0.274615,0.729683
0.377126,0.274509,0.728866
0.376425,0.274405,0.728048
0.375715,0.274302,0.727218
